0,666283525	0,657	0,003831418
0,625539568	0,617	0,003597122
0,593515358	0,584	0,003412969
0,559163987	0,55	0,003215434
0,528571429	0,52	0,003039514
0,498280802	0,49	0,00286533
0,471273713	0,464	0,002710027
0,443622449	0,436	0,00255102
0,420048309	0,412	0,002415459
0,395227273	0,389	0,002272727
0,373978495	0,367	0,002150538
0,351313131	0,346	0,002020202
